group,condition,epoch,animal,decoding_error,norm_entropy
Control 1 (Spatial),No-CA1,Expert,2,0.263126019364411,0.0517688072470865
Control 1 (Spatial),No-CA1,Expert,3,0.318626740947236,0.118565336369393
Control 1 (Spatial),No-CA1,Expert,4,0.317010903830719,0.248046595173247
Control 1 (Spatial),No-CA1,Expert,5,0.342901830270466,0.114531662273174
Control 1 (Spatial),Shuffle,Naive,1,0.417647495446441,0.152937568495626
Control 1 (Spatial),Shuffle,Naive,2,0.420396370580308,0.0591123203757327
Control 1 (Spatial),Shuffle,Naive,3,0.409353514542901,0.0986980458923045
Control 1 (Spatial),Shuffle,Naive,4,0.406960621080075,0.104199906399107
Control 1 (Spatial),Shuffle,Naive,5,0.413300685957772,0.0925757739711791
Control 1 (Spatial),Shuffle,Intermediate,1,0.410084312136181,0.158818889926051
Control 1 (Spatial),Shuffle,Intermediate,2,0.421838028038895,0.0469932959010709
Control 1 (Spatial),Shuffle,Intermediate,3,0.416782082581811,0.0924016415668515
Control 1 (Spatial),Shuffle,Intermediate,4,0.422263872241838,0.142344272008768
Control 1 (Spatial),Shuffle,Intermediate,5,0.402024121733074,0.119118008213651
Control 1 (Spatial),Shuffle,Expert,1,0.404718115300612,0.166739405693558
Control 1 (Spatial),Shuffle,Expert,2,0.393746954972122,0.0506102536739879
Control 1 (Spatial),Shuffle,Expert,3,0.415417490242351,0.0897422921196945
Control 1 (Spatial),Shuffle,Expert,4,0.422274706770455,0.141659742034568
Control 1 (Spatial),Shuffle,Expert,5,0.388114868003615,0.114837296685884
Control 2 (Temporal),All,Naive,1,0.439574113580397,0.0461238264469936
Control 2 (Temporal),All,Naive,2,0.412886418069708,0.100571353764236
Control 2 (Temporal),All,Naive,3,0.45528768060091,0.216692593122418
Control 2 (Temporal),All,Naive,4,0.463485973531107,0.261641412515145
Control 2 (Temporal),All,Naive,5,0.413312401168828,0.139911635541408
Control 2 (Temporal),All,Naive,6,0.364177112753666,0.197756620898824
Control 2 (Temporal),All,Intermediate,1,0.429669540414762,0.0626906483221072
Control 2 (Temporal),All,Intermediate,2,0.397961007793687,0.115854019671658
Control 2 (Temporal),All,Intermediate,3,0.440815704774261,0.232620363417702
Control 2 (Temporal),All,Intermediate,4,0.467024302523948,0.375929742639027
Control 2 (Temporal),All,Intermediate,5,0.398295592735921,0.152644968247397
Control 2 (Temporal),All,Intermediate,6,0.369908302489219,0.214193553905071
Control 2 (Temporal),All,Expert,1,0.399022586851842,0.0561155936490127
Control 2 (Temporal),All,Expert,2,0.38666738609839,0.116069549513036
Control 2 (Temporal),All,Expert,3,0.44072135202166,0.252440494740699
Control 2 (Temporal),All,Expert,4,0.451944750432767,0.383760864912625
Control 2 (Temporal),All,Expert,5,0.442219289703875,0.16260364058233
Control 2 (Temporal),All,Expert,6,0.354408920877095,0.217811568927327
Control 2 (Temporal),No-DMS,Naive,1,0.434817841468263,0.0567684292643502
Control 2 (Temporal),No-DMS,Naive,2,0.414505865978304,0.126823701116382
Control 2 (Temporal),No-DMS,Naive,3,0.471449859552202,0.268771281788281
Control 2 (Temporal),No-DMS,Naive,4,0.477503087115863,0.352893003914501
Control 2 (Temporal),No-DMS,Naive,5,0.416384994701203,0.157567715078694
Control 2 (Temporal),No-DMS,Naive,6,0.351122005806266,0.245543121027151
Control 2 (Temporal),No-DMS,Intermediate,1,0.41517587123032,0.0712211632507855
Control 2 (Temporal),No-DMS,Intermediate,2,0.391424919747567,0.12995311603373
Control 2 (Temporal),No-DMS,Intermediate,3,0.447402558544139,0.284688364839113
Control 2 (Temporal),No-DMS,Intermediate,4,0.457248367700426,0.404291281735925
Control 2 (Temporal),No-DMS,Intermediate,5,0.406242699289331,0.156641072175159
Control 2 (Temporal),No-DMS,Intermediate,6,0.379624274109177,0.279871784165552
Control 2 (Temporal),No-DMS,Expert,1,0.380455110640884,0.0619390061733243
Control 2 (Temporal),No-DMS,Expert,2,0.381725238298911,0.119542891641339
Control 2 (Temporal),No-DMS,Expert,3,0.453701126077563,0.296267454618002
Control 2 (Temporal),No-DMS,Expert,4,0.446406283163273,0.422579266698236
Control 2 (Temporal),No-DMS,Expert,5,0.44686224258456,0.159595234566799
Control 2 (Temporal),No-DMS,Expert,6,0.368985329136638,0.265719897305247
Control 2 (Temporal),No-DLS,Naive,1,0.483549819077273,0.0616143939983563
Control 2 (Temporal),No-DLS,Naive,2,0.413008931672592,0.104266276977418
Control 2 (Temporal),No-DLS,Naive,3,0.426111930977402,0.356304014147283
Control 2 (Temporal),No-DLS,Naive,4,0.463485973531107,0.261641412515145
Control 2 (Temporal),No-DLS,Naive,5,0.413312401168828,0.139911635541408
Control 2 (Temporal),No-DLS,Naive,6,0.417115292124461,0.385849933866847
Control 2 (Temporal),No-DLS,Intermediate,1,0.4605375539327,0.0828416160741376
Control 2 (Temporal),No-DLS,Intermediate,2,0.413965177267529,0.119333528627034
Control 2 (Temporal),No-DLS,Intermediate,3,0.437955454518652,0.33739850298608
Control 2 (Temporal),No-DLS,Intermediate,4,0.467024302523948,0.375929742639027
Control 2 (Temporal),No-DLS,Intermediate,5,0.398295592735921,0.152644968247397
Control 2 (Temporal),No-DLS,Intermediate,6,0.398982718460805,0.430770793053235
Control 2 (Temporal),No-DLS,Expert,1,0.444187971164507,0.0760305311399861
Control 2 (Temporal),No-DLS,Expert,2,0.408187171906586,0.118406904208911
Control 2 (Temporal),No-DLS,Expert,3,0.442857228905704,0.368708548409154
Control 2 (Temporal),No-DLS,Expert,4,0.451944750432767,0.383760864912625
Control 2 (Temporal),No-DLS,Expert,5,0.442219289703875,0.16260364058233
Control 2 (Temporal),No-DLS,Expert,6,0.394715914588562,0.526886106842805
Control 2 (Temporal),No-ACC,Naive,1,0.397424521866905,0.0958479561491369
Control 2 (Temporal),No-ACC,Naive,2,0.423762467850482,0.271962072901255
Control 2 (Temporal),No-ACC,Naive,3,0.464708603466325,0.272112158220567
Control 2 (Temporal),No-ACC,Naive,4,0.480126675505676,0.419028906753049
Control 2 (Temporal),No-ACC,Naive,5,0.470977798898023,0.582910714119231
Control 2 (Temporal),No-ACC,Naive,6,0.357863400927913,0.21305108719403
Control 2 (Temporal),No-ACC,Intermediate,1,0.393527262906367,0.115449091782067
Control 2 (Temporal),No-ACC,Intermediate,2,0.388152470534814,0.320778346166548
Control 2 (Temporal),No-ACC,Intermediate,3,0.455135803224255,0.371354910184683
Control 2 (Temporal),No-ACC,Intermediate,4,0.479502917298921,0.688254037094265
Control 2 (Temporal),No-ACC,Intermediate,5,0.452247185996279,0.723127808295234
Control 2 (Temporal),No-ACC,Intermediate,6,0.370868864956173,0.227717852219179
Control 2 (Temporal),No-ACC,Expert,1,0.369954862475463,0.0971236566998974
Control 2 (Temporal),No-ACC,Expert,2,0.379908517021908,0.342353020622142
Control 2 (Temporal),No-ACC,Expert,3,0.447808111013909,0.372956632400093
Control 2 (Temporal),No-ACC,Expert,4,0.464123432507475,0.694383321862815
Control 2 (Temporal),No-ACC,Expert,5,0.477446097290082,0.810437955437184
Control 2 (Temporal),No-ACC,Expert,6,0.358363192142937,0.223320121092786
Control 2 (Temporal),No-V1,Naive,1,0.439574113580397,0.0461238264469936
Control 2 (Temporal),No-V1,Naive,2,0.412886418069708,0.100571353764236
Control 2 (Temporal),No-V1,Naive,3,0.45528768060091,0.216692593122418
Control 2 (Temporal),No-V1,Naive,4,0.463485973531107,0.261641412515145
Control 2 (Temporal),No-V1,Naive,5,0.413312401168828,0.139911635541408
Control 2 (Temporal),No-V1,Naive,6,0.364177112753666,0.197756620898824
Control 2 (Temporal),No-V1,Intermediate,1,0.429669540414762,0.0626906483221072
Control 2 (Temporal),No-V1,Intermediate,2,0.397961007793687,0.115854019671658
Control 2 (Temporal),No-V1,Intermediate,3,0.440815704774261,0.232620363417702
Control 2 (Temporal),No-V1,Intermediate,4,0.467024302523948,0.375929742639027
Control 2 (Temporal),No-V1,Intermediate,5,0.398295592735921,0.152644968247397
Control 2 (Temporal),No-V1,Intermediate,6,0.369908302489219,0.214193553905071
Control 2 (Temporal),No-V1,Expert,1,0.399022586851842,0.0561155936490127
Control 2 (Temporal),No-V1,Expert,2,0.38666738609839,0.116069549513036
Control 2 (Temporal),No-V1,Expert,3,0.44072135202166,0.252440494740699
Control 2 (Temporal),No-V1,Expert,4,0.451944750432767,0.383760864912625
Control 2 (Temporal),No-V1,Expert,5,0.442219289703875,0.16260364058233
Control 2 (Temporal),No-V1,Expert,6,0.354408920877095,0.217811568927327
Control 2 (Temporal),No-CA1,Naive,1,0.439574113580397,0.0461238264469936
Control 2 (Temporal),No-CA1,Naive,2,0.412886418069708,0.100571353764236
Control 2 (Temporal),No-CA1,Naive,3,0.45528768060091,0.216692593122418
Control 2 (Temporal),No-CA1,Naive,4,0.463485973531107,0.261641412515145
Control 2 (Temporal),No-CA1,Naive,5,0.413312401168828,0.139911635541408
Control 2 (Temporal),No-CA1,Naive,6,0.364177112753666,0.197756620898824
Control 2 (Temporal),No-CA1,Intermediate,1,0.429669540414762,0.0626906483221072
Control 2 (Temporal),No-CA1,Intermediate,2,0.397961007793687,0.115854019671658
Control 2 (Temporal),No-CA1,Intermediate,3,0.440815704774261,0.232620363417702
Control 2 (Temporal),No-CA1,Intermediate,4,0.467024302523948,0.375929742639027
Control 2 (Temporal),No-CA1,Intermediate,5,0.398295592735921,0.152644968247397
Control 2 (Temporal),No-CA1,Intermediate,6,0.369908302489219,0.214193553905071
Control 2 (Temporal),No-CA1,Expert,1,0.399022586851842,0.0561155936490127
Control 2 (Temporal),No-CA1,Expert,2,0.38666738609839,0.116069549513036
Control 2 (Temporal),No-CA1,Expert,3,0.44072135202166,0.252440494740699
Control 2 (Temporal),No-CA1,Expert,4,0.451944750432767,0.383760864912625
Control 2 (Temporal),No-CA1,Expert,5,0.442219289703875,0.16260364058233
Control 2 (Temporal),No-CA1,Expert,6,0.354408920877095,0.217811568927327
Control 2 (Temporal),Shuffle,Naive,1,0.389670113409325,0.0599590226588503
Control 2 (Temporal),Shuffle,Naive,2,0.40315568933227,0.0807797609459404
Control 2 (Temporal),Shuffle,Naive,3,0.404920408585278,0.201575054832752
Control 2 (Temporal),Shuffle,Naive,4,0.396561114206425,0.205510746673586
Control 2 (Temporal),Shuffle,Naive,5,0.407386538816031,0.118179756806154
Control 2 (Temporal),Shuffle,Naive,6,0.392226286423032,0.100234001435412
Control 2 (Temporal),Shuffle,Intermediate,1,0.426308759705737,0.0748570429038568
Control 2 (Temporal),Shuffle,Intermediate,2,0.414595697360254,0.088381570302406
Control 2 (Temporal),Shuffle,Intermediate,3,0.399678967690585,0.267276473304122
Control 2 (Temporal),Shuffle,Intermediate,4,0.415713811447268,0.244068986399213
Control 2 (Temporal),Shuffle,Intermediate,5,0.412426234914022,0.131266414029018
Control 2 (Temporal),Shuffle,Intermediate,6,0.418976123500334,0.105352028318271
Control 2 (Temporal),Shuffle,Expert,1,0.414985025672341,0.0684745332488447
Control 2 (Temporal),Shuffle,Expert,2,0.383932099260244,0.0851050928449653
Control 2 (Temporal),Shuffle,Expert,3,0.401189177418835,0.282813305195606
Control 2 (Temporal),Shuffle,Expert,4,0.39538724952839,0.278673633853516
Control 2 (Temporal),Shuffle,Expert,5,0.437716920594749,0.134636252419918
Control 2 (Temporal),Shuffle,Expert,6,0.397960224791952,0.108620607863895
